variant,model,signal,strategy,total_return_gross,cagr_gross,volatility_gross,sharpe_gross,sortino_gross,calmar_gross,max_drawdown_gross,var_5pct_gross,cvar_5pct_gross,skewness_gross,excess_kurtosis_gross,hhi_gross,total_return_net,cagr_net,volatility_net,sharpe_net,sortino_net,calmar_net,max_drawdown_net,var_5pct_net,cvar_5pct_net,skewness_net,excess_kurtosis_net,hhi_net
risk_parity|none|calendar,risk_parity,none,calendar,1.447422639989493,0.06300130370825419,0.08084735021951894,0.779262443817779,0.7445405838010742,0.2963511830312918,-0.2125900192596898,-0.03584172151028219,-0.04642393501497039,-0.2557713867396087,0.6194199411666164,0.1214240422908925,1.198207128600779,0.055375648225252094,0.08147498685369883,0.6796644020905188,0.650894880593063,0.2602811435474053,-0.21275320782185847,-0.035860105705494465,-0.04703836444364307,-0.219312920512984,0.5487316415139918,0.1214240422908925
risk_parity|none|threshold,risk_parity,none,threshold,1.417077823249774,0.062112589131680496,0.08151418645834049,0.7619850216308595,0.7390475038610883,0.2979061056291127,-0.20849720082276346,-0.035976189793617046,-0.04667999010084161,-0.24291099193907537,0.4924846111475505,0.1214240422908925,1.3152463052546643,0.05905219682031371,0.08144441836013434,0.7250613118654028,0.7060791910805827,0.28322776798577703,-0.2084972008227638,-0.03597618979361706,-0.04667999010084168,-0.22371780518048012,0.4822769828282949,0.1214240422908925
markowitz|historical_mean|calendar,markowitz,historical_mean,calendar,1.5529110113622506,0.06593338323206765,0.09187258150238271,0.7176611580284992,0.6838143047422078,0.2928405791286633,-0.22515111610641558,-0.03938465568360233,-0.05709326114088228,-0.38123860684101635,0.5037117380338683,0.2663499088819169,1.1920632524633215,0.05509907376982115,0.0926909137070425,0.594438781172947,0.5791096133148695,0.23592034006930207,-0.23354948434558753,-0.039528040227807565,-0.05734079489862271,-0.3307940839508298,0.3713286983892643,0.2663499088819169
markowitz|historical_mean|threshold,markowitz,historical_mean,threshold,1.5607343911687446,0.06615205713796346,0.09158925755694654,0.7222687343745827,0.6963696953712875,0.2965194034074278,-0.22309520516290893,-0.03938465568360233,-0.05644789439835201,-0.3641302661307041,0.4196310637927789,0.2663499088819169,1.2205776893849354,0.056013633053301426,0.09233069140139541,0.6066632037855062,0.5940897457390496,0.24631616125382583,-0.22740543197886254,-0.0395280402278074,-0.05668296504443978,-0.31672237956786337,0.2987490113684155,0.2663499088819169
mean_cvar|historical_mean|calendar,mean_cvar,historical_mean,calendar,1.4188899491071298,0.0619785358535796,0.07508964318039997,0.8253939322188355,0.7712120286894654,0.3256498850015389,-0.19032260936707135,-0.03219656036352305,-0.043904386052160675,-0.3731873318125188,0.27407126297237694,0.2369593690876186,1.080919745733525,0.05131778389707731,0.07634051162028581,0.6722221636701834,0.6392027378965115,0.25627676431295804,-0.20024360786141915,-0.03282087663292828,-0.04486524623537841,-0.3291850686345029,0.1283690086397269,0.2369593690876186
mean_cvar|historical_mean|threshold,mean_cvar,historical_mean,threshold,1.446785209223179,0.06279518016554064,0.07530288600792026,0.8339013747618641,0.7903818759035905,0.3350677300018852,-0.18741040853199242,-0.03219656036352305,-0.043951806478425365,-0.3550374265165051,0.2582070630429598,0.2369593690876186,1.124554270437284,0.05278139344021904,0.07647666611470527,0.6901633677526379,0.6664067522119407,0.2740263621937819,-0.19261429089400484,-0.03288009699384386,-0.044757365672026955,-0.3107573165361483,0.11312325191194583,0.2369593690876186
markowitz|capm|calendar,markowitz,capm,calendar,2.3716645645556444,0.08528565098033303,0.13746532940894537,0.6204157175269764,0.5829494104267198,0.36819558378804473,-0.2316313794502992,-0.06549660330036414,-0.08477660234766365,-0.4048530940300099,0.8326076729188387,0.2634680953138452,1.921893200808889,0.07491857529390988,0.13825957038395864,0.5418690010814774,0.5046724831323111,0.3220820856050566,-0.2326070857159579,-0.06588806175919107,-0.08655515060826441,-0.4162755861802675,0.8560805415113113,0.2634680953138452
markowitz|capm|threshold,markowitz,capm,threshold,2.3165297616795284,0.0840867341425553,0.13697138892545607,0.613899988911683,0.5676627496805058,0.3649308256263657,-0.23041828269297115,-0.06404512273939117,-0.08515497644651573,-0.405364637679769,0.8498508570865635,0.2634680953138452,1.9196887081157659,0.07486418755487945,0.1375573715961411,0.5442397356549928,0.50288615977183,0.3238090928790011,-0.231198533954864,-0.06577820734299887,-0.08694987562193308,-0.4248557802910458,0.8876161206311868,0.2634680953138452
mean_cvar|capm|calendar,mean_cvar,capm,calendar,1.262646074671823,0.05706532050800561,0.07770524981992702,0.7343817906801398,0.6303477042983473,0.2806686951319406,-0.20331914993647426,-0.03451291965236111,-0.05008262858264402,-0.6301771638461272,0.9775857108496586,0.21719761306301258,0.9474601761735082,0.04648825518280075,0.07832292772431443,0.5935459326346022,0.5141908701337786,0.21871313874207082,-0.21255355508214124,-0.0346727732618484,-0.05081227785297511,-0.5735211131321732,0.8718647639966179,0.21719761306301258
mean_cvar|capm|threshold,mean_cvar,capm,threshold,1.2676166619437677,0.057220837006119796,0.07784459877899284,0.7350649615212792,0.6388644939858584,0.28342559686423663,-0.2018901526157113,-0.0338884581665692,-0.050153694112404515,-0.6125478050198041,0.998531227881668,0.21719761306301258,0.9845256278240337,0.0478117958206441,0.07865819634500927,0.6078425140964687,0.5282292472414803,0.23004262890114766,-0.20783885164688087,-0.034194095522032966,-0.051291144579526375,-0.5729316987635515,0.9037952920526982,0.21719761306301258
markowitz|ff3f|calendar,markowitz,ff3f,calendar,1.7111499825386538,0.06934004765176449,0.11877330283399842,0.5838016287942794,0.5777852386614621,0.3008456631770751,-0.2304837866682211,-0.050547847367759566,-0.07274050442983133,-0.10007658621939386,0.9913144376680503,0.2757372532303273,1.2978821514872685,0.057549477291162665,0.11946301578645196,0.48173467673071435,0.47517113991029764,0.24766182154726868,-0.23237121059524624,-0.05074190245868947,-0.07362003803200518,-0.08663451474571592,0.9711279592346358,0.2757372532303273
markowitz|ff3f|threshold,markowitz,ff3f,threshold,1.7152428053685669,0.06944819298996752,0.11861876683882507,0.5854739080564818,0.5835174406379248,0.29810034864496,-0.23296917734464273,-0.05098394587325231,-0.07249929966687166,-0.10438671836352655,0.9818161356193489,0.2757372532303273,1.3255310186870983,0.05839778388889716,0.11939677502391413,0.4891068781145939,0.4855647629897215,0.24883166449978142,-0.23468791243386333,-0.050983945873252313,-0.07365194850624039,-0.10210223729745413,0.9868726422685796,0.2757372532303273
