date,risk_parity|none|calendar,risk_parity|none|threshold,markowitz|historical_mean|calendar,markowitz|historical_mean|threshold,mean_cvar|historical_mean|calendar,mean_cvar|historical_mean|threshold,markowitz|capm|calendar,markowitz|capm|threshold,mean_cvar|capm|calendar,mean_cvar|capm|threshold,markowitz|ff3f|calendar,markowitz|ff3f|threshold,mean_cvar|ff3f|calendar,mean_cvar|ff3f|threshold,60_40|none|calendar,equal_weight|none|calendar
2010-02-26,0.016451905741430656,0.016451905741430656,0.015323508116287328,0.015323508116287328,0.013779873653003392,0.013779873653003392,0.005436272974641235,0.005436272974641235,0.011351826998925915,0.011351826998925915,0.0026690606321530955,0.0026690606321530955,0.011684347204493874,0.011684347204493874,0.017347108293867784,0.022159639511334196
2010-03-31,0.02061230453733326,0.021187103600342157,-0.002630772938074658,-0.002630772938074658,0.0024383097750647195,0.0016534451641245606,-0.012422534721733878,-0.012850004295160422,0.002510623998885652,0.0019055128804289045,-0.005734774206209441,-0.005706271609960075,0.003836667982790447,0.0037094567433929,0.028298424680305523,0.03986816840576937
2010-04-30,0.022712625851205974,0.022784236515232092,0.031313751720258146,0.03190185354274136,0.020640043241982653,0.021438839329958624,0.027270249012768505,0.027270249012768505,0.016754122161263093,0.01776922332860535,0.023561353579395164,0.023561353579395164,0.018136377028628903,0.017889657214403425,0.022569006920287026,0.023096527699073652
2010-05-31,-0.013005339805150872,-0.015139453417603218,0.02057228209424444,0.01918053536096858,0.009753384046571719,0.009381063879437606,0.03148409275299895,0.03148409275299895,0.003294183731062092,0.007966137179710432,-0.021841572038514476,-0.021841572038514476,0.0018800945065005018,0.004644545979628061,-0.027239022610611237,-0.03625093808584823
2010-06-30,0.0072737148279793514,0.006361107535485988,0.029311755279587185,0.029311755279587185,0.02512821142976157,0.02512821142976157,0.040095021519504614,0.040095021519504614,0.021813204412004746,0.022858356842127954,0.04194140433742376,0.04194140433742376,0.02094812785962824,0.02098596181454048,-0.007853269688948814,-0.009641836985231356
2010-07-30,0.02835151809484631,0.026614831896954464,-0.012917099217132758,-0.013755301128102138,0.0005648704560793725,0.0014040250189264886,-0.01032132085811861,-0.010258222446484173,0.01385230406740929,0.011414524519426403,0.004074323499546553,0.00393894822783084,0.01542945865447154,0.013450966501239852,0.037195131205177874,0.04848814299386446
2010-08-31,0.016467755690823278,0.015747405085152058,0.03893204403700639,0.03893204403700639,0.03079912193835274,0.03528049036898159,0.05840010924131518,0.05849827591779656,0.02819335335901272,0.0305873061968926,-0.011642130537158476,-0.011642130537158476,0.024682061591435534,0.027326075641545735,0.0065753650541157775,-0.001794256800562867
2010-09-30,0.03557843525466965,0.03408246367186802,0.01532284512296899,0.017984236357078492,0.01715437023715729,0.016052994975376024,-0.0005426699866085313,-0.001520288266456655,0.01617488749942455,0.01381706951102056,-0.009180439583677834,-0.009180439583677834,0.018062421862337353,0.015604974400651324,0.043651414643232835,0.056347485206884936
2010-10-29,0.011223986866795235,0.011722792627131154,0.0097840692609849,0.011916880320270058,0.008835976212305406,0.008503567305137669,-0.010540748215631534,-0.010938663148555593,0.007510587425878393,0.004788108169544431,0.015527340808657747,0.015527340808657747,0.007227626941914253,0.007227626941914253,0.005044047901365364,0.021667388421603675
2010-11-30,-0.008272227408412706,-0.007960735753312773,-0.0014406807821970304,-0.0006957606267121064,-0.006114212324826059,-0.006114212324826059,-0.006127032172482142,-0.00585231661395768,-0.008859969239772498,-0.008986222937673163,0.005682866119935071,0.006182244806668313,-0.005552621456293085,-0.005992004745265605,-0.006757272311677287,-0.009751136415384054
2010-12-31,0.01257253583649368,0.014649661377530002,-0.005219173936564956,-0.005219173936564956,-0.0030890889186611144,-0.003846735875630983,-0.024318048499980573,-0.022855766825391994,-0.002719525964798821,-0.002719525964798821,0.022263157264697197,0.02434993261700721,-0.001343294403610697,-0.00265156017571788,0.025315209145923848,0.03380949115653569
2011-01-31,-0.01146211689987347,-0.011300379873834913,-0.02623126275419704,-0.02623126275419704,-0.01558774409765663,-0.0154775660341176,-0.0057493028911209864,-0.0057493028911209864,-0.009309227642551814,-0.01039429962582096,0.00023421588644163984,-0.001550915306286615,-0.007429285132967449,-0.00980453467379291,0.0016554015539719906,-0.007447957791083161
2011-02-28,0.023004380851476255,0.02457851336080983,0.024354584481803346,0.024354584481803346,0.019120716596265228,0.018266837532884446,0.027502828478871796,0.027502828478871796,0.017521446411231108,0.017521446411231108,0.026071198160317575,0.02825267974926494,0.018975900383809793,0.016945325067044513,0.027443361287878124,0.028655873164759184
2011-03-31,0.004648484596755135,0.005215155787578812,0.006046067546066819,0.005337334103421708,0.00421528215235994,0.003420080570161203,0.010109826891744412,0.010109826891744412,0.003196350954702787,0.003868135414461139,0.008810976656201246,0.008810976656201246,0.004390389448219003,0.004390389448219003,0.0001890687309680672,0.0070038810042132756
2011-04-29,0.03694532460434839,0.03838350546575152,0.04936059104435994,0.04936059104435994,0.03984911731744023,0.03984911731744023,0.033201470749792336,0.03296373236353371,0.034174535262428495,0.034174535262428495,0.025080703639969525,0.025080703639969525,0.03046896747934768,0.03214179543352618,0.026733433173605103,0.0406158861478253
2011-05-31,0.00897959875244913,0.006615066475037855,0.00320535550221681,0.00320535550221681,0.01188766677005768,0.01188766677005768,-0.0028262665099910243,-0.003638378882688365,0.01581921502179928,0.014291870216438407,-0.004893177797565834,-0.0021932838344095474,0.011865375406303358,0.012432315999878072,0.00696272314073072,0.0012254748692568714
2011-06-30,-0.01616638123267037,-0.01694573936199443,-0.0147410515099142,-0.0147410515099142,-0.013733165965632782,-0.014233565187131123,-0.01700060960436553,-0.01709577127852791,-0.013326697135806136,-0.013556750479761123,-0.01433666754707525,-0.014113944568876064,-0.012730498715090976,-0.013017487359421244,-0.01941449728194948,-0.01825902251901749
2011-07-29,0.020052833606728045,0.019189160905157817,0.03624345297375315,0.041703768409221284,0.02836575793462602,0.029828208295005796,-0.016425183497061048,-0.016425183497061048,0.021680411679926986,0.021479353546491435,-0.0061266207835382926,-0.0061266207835382926,0.01927511313110745,0.019786158911358268,0.005655814144341955,0.009901532289066917
2011-08-31,0.01685764248627924,0.016596245148622686,0.05653732821968925,0.0575041422029222,0.039777018433152976,0.039777018433152976,-0.06546578740868261,-0.06546578740868261,0.023923426881183096,0.028408443680333163,-0.05404688882159034,-0.0509550137514173,0.017330148315879732,0.020463133023168392,0.005684261763985357,-0.0108894014846181
2011-09-30,-0.022951385602499236,-0.026424111594324735,-0.03851654394883384,-0.03851654394883384,-0.02594952621696252,-0.02594952621696252,-0.07938200258742206,-0.07938200258742206,-0.009345965260799076,-0.009345965260799076,-0.08556432080719022,-0.08556432080719022,-0.01801292027238,-0.01761235160931387,0.011172245268456615,-0.05620094384358862
2011-10-31,0.041970109963714725,0.03951046386834279,0.020784236198042094,0.020784236198042094,0.017731389963338166,0.017731389963338166,0.11156771218503918,0.11156771218503918,0.024483140668377583,0.024483140668377583,0.11875818343782069,0.11875818343782069,0.029684311393655696,0.027014572913638683,0.05017133011077757,0.07412020243956605
2011-11-30,0.0003076820334663344,0.001159497732849259,-0.0011445404611197473,-0.0011445404611197473,0.0006123580767851775,0.0006123580767851775,-0.0036234523626398297,-0.0036234523626398297,0.0016089557631164576,0.0016089557631164576,-0.004450880187889604,-0.004450880187889604,0.0032861589170487667,0.0032861589170487667,0.0055182451445881416,-0.0048723613596684655
2011-12-30,0.0035677823823430438,0.0021943717351039418,-0.014837292551021357,-0.014837292551021357,-0.013849372061520043,-0.009403216712886884,0.003923685191144568,0.004361158806849809,0.016084470099561394,0.01505439500127101,-0.03561030919317827,-0.03561030919317827,0.006354414762737346,0.005249324624360517,0.020048431613224737,0.0009991753457188933
2012-01-31,0.034094173976473185,0.034554151909432534,0.03270997995111931,0.03270997995111931,0.03105678833598244,0.03105678833598244,0.0541004387195414,0.050745725545827555,0.027753729414048328,0.027753729414048328,0.09651593159981692,0.0941998790243644,0.03700797031132349,0.03700797031132349,0.026505386194760838,0.047079707152336586
2012-02-29,0.0034514215209923618,0.0034514215209923618,1.988181157021318e-05,1.988181157021318e-05,0.00011171076629731477,0.00011171076629731477,0.035653957848574544,0.037287245557958655,0.01179014576659641,0.01179014576659641,0.03463851518305038,0.03463851518305038,0.011914275502475232,0.011914275502475232,0.015655049431262523,0.014581348099381887
2012-03-30,-0.007515904956455445,-0.008356621506941265,-0.000996477417555772,-0.000996477417555772,0.00384055905080081,0.00384055905080081,0.02114636962218136,0.022055192112843437,0.0051328512205522595,0.0051328512205522595,0.011519834631903678,0.011519834631903678,0.005980957757540961,0.005980957757540961,0.0023540834367160347,0.0027405130872351752
2012-04-30,0.01594849760688455,0.014854728852417154,0.01798029974543708,0.017342002946733263,0.02095464193976663,0.02095464193976663,-0.009346493202082716,-0.009714111433559392,0.008225400766149376,0.006737951041539824,-0.009743401333816437,-0.009847399318445365,0.007184672624808669,0.005561771632821377,0.015331631263395784,0.005368217853018697
2012-05-31,0.0010903271572630813,-4.480597364286531e-05,0.00946672163958446,0.0085239116425573,0.006849304140014731,0.006849304140014731,-0.06577394632549807,-0.06374997386908435,-0.005789378833034033,-0.012995691546632281,-0.07063370674182382,-0.07063370674182382,-0.009082650383445329,-0.01744333206318583,6.798817058950579e-05,-0.03379694350375668
2012-06-29,0.01600157659964296,0.014290587721211981,0.01449783473702256,0.01449783473702256,0.016039626164450285,0.016039626164450285,0.04886937224657187,0.04886937224657187,0.01651723496007146,0.01651723496007146,0.04682117069943868,0.04682117069943868,0.01717671483116641,0.01717671483116641,0.017635756989929207,0.03147928007667642
2012-07-31,0.020213009778542207,0.020149052566946588,0.023646910283543494,0.023646910283543494,0.025414407049037024,0.025414407049037024,0.003865343620740252,0.0037065036812068196,0.016269399747746945,0.016713769553393702,0.00826061519063601,0.00826061519063601,0.01631739366625138,0.01657020323939261,0.022366841951780004,0.01373103861730597
2012-08-31,0.004898737438565202,0.005088122470326622,-0.002189891152004787,-0.0021027426449969624,-0.003410986640065814,-0.0036215363454441623,0.023655657009151097,0.02333633027086418,0.00542422996600596,0.006508684178870194,0.01253330456761103,0.01253330456761103,0.005000432474756346,0.005000432474756346,0.009756128493679394,0.012607210324316467
